1.0574,1.2271,0.69643,0.0021825,0.26786,1
2.5717,1.5463,0.55357,2.2948e-05,0.375,-1
7.8776,1.3833,0.25,0.015339,0.33929,-1
-1.7454,0.44064,0.48214,0.002269,0.39286,1
-0.87572,0.29815,0.44643,0.0026553,0.48214,1
0.76251,1.2649,0.75,0.0004668,0.25,1
2.0955,1.4758,0.71429,0.00056114,0.28571,1
-4.0566,2.0925,0.60714,0.0040545,0.32143,-1
1.1635,1.2152,0.67857,0.0017864,0.28571,1
-3.7387,2.0531,0.625,0.00019188,0.17857,-1
0.18345,1.4518,0.5,0.00067731,0.23214,-1
1.407,1.5609,0.67857,0.0014719,0.30357,1
0.89535,1.218,0.67857,0.0011704,0.32143,1
1.7067,1.1387,0.64286,0.0044438,0.30357,1
1.5474,1.5796,0.625,0.0046262,0.28571,1
7.0783,1.3974,0.25,0.018012,0.26786,-1
0.53581,1.1383,0.75,7.7668e-05,0.25,1
0.78597,1.2715,0.75,0.0001398,0.28571,1
0.67783,1.2254,0.76786,0.00039645,0.28571,1
0.39765,1.1182,0.76786,0.00096285,0.26786,1
0.22341,0.4601,0.41071,0.0041693,0.39286,1
-3.1282,2.3057,0.55357,0.0029957,0.26786,-1
-0.4149,0.34922,0.41071,0.0016752,0.30357,1
0.87298,1.3919,0.73214,0.00038966,0.28571,1
1.2922,1.3737,0.67857,0.0019127,0.28571,1
1.7882,1.4885,0.71429,0.00054197,0.28571,1
1.033,1.4788,0.73214,0.00041321,0.28571,1
1.2048,1.7538,0.73214,0.00070456,0.26786,1
0.85346,1.3561,0.73214,0.00099014,0.28571,1
0.66762,1.3195,0.75,0.00036403,0.28571,1
1.3597,1.2658,0.625,0.001003,0.32143,1
0.44032,1.1542,0.76786,0.0010972,0.25,1
-3.6436,2.2199,0.625,0.0016901,0.19643,-1
0.70249,1.6623,0.67857,0.0034695,0.26786,1
6.7492,1.2988,0.28571,0.019239,0.32143,-1
1.0469,1.2875,0.64286,0.0004222,0.30357,1
0.4868,0.40421,0.35714,0.002022,0.32143,1
-4.1599,2.0042,0.66071,0.0014925,0.21429,-1
6.867,1.6154,0.30357,0.010751,0.5,-1
0.6674,1.7455,0.67857,0.00087987,0.28571,1
1.2788,0.85534,0.58929,0.00065557,0.25,1
0.66711,1.2478,0.75,0.0010644,0.25,1
1.2858,1.4229,0.66071,0.00024737,0.28571,1
-1.008,0.45319,0.46429,0.00089899,0.39286,1
0.45836,1.1488,0.75,0.0010456,0.26786,1
0.97532,1.3723,0.73214,0.00073727,0.28571,1
-4.0039,1.4769,0.51786,1.2047e-05,0.32143,-1
1.3754,1.282,0.625,0.0007255,0.25,1
1.1319,1.2069,0.66071,2.7236e-05,0.32143,1
0.2736,0.49125,0.35714,6.8787e-05,0.28571,1
1.7,1.3792,0.69643,0.0011015,0.28571,1
0.48748,0.41791,0.33929,0.0024059,0.28571,1
-3.085,2.47,0.51786,0.0020661,0.21429,-1
-3.0859,2.1852,0.60714,0.002761,0.17857,-1
1.3754,1.282,0.625,0.0007255,0.25,1
0.66557,1.1261,0.75,0.00093738,0.25,1
1.2238,0.78169,0.58929,0.00144,0.21429,1
-0.77795,0.28129,0.46429,4.2969e-05,0.51786,1
-2.0344,0.52249,0.48214,0.0015986,0.32143,1
0.70566,1.4653,0.75,0.0004827,0.28571,1
1.2681,1.5192,0.73214,0.0005002,0.28571,1
0.84309,0.71763,0.58929,0.0010575,0.21429,1
1.4916,1.4949,0.71429,0.0010704,0.28571,1
1.4236,0.63111,0.51786,0.0001552,0.23214,1
7.0776,1.6017,0.32143,0.011244,0.5,-1
-1.1706,0.31758,0.66071,0.003561,0.44643,1
7.0689,1.3908,0.28571,0.015579,0.41071,-1
6.8311,1.6468,0.32143,0.0083587,0.55357,-1
1.2843,0.55141,0.42857,0.00047682,0.26786,1
0.2943,1.2021,0.76786,0.00069359,0.25,1
6.0218,1.8082,0.35714,0.0064108,0.5,-1
1.1533,1.6925,0.73214,0.00014946,0.28571,1
1.4926,0.67121,0.55357,0.0014309,0.25,1
-3.5235,2.3265,0.58929,0.0032022,0.28571,-1
1.7028,0.84063,0.57143,0.00076065,0.19643,1
1.7418,1.5856,0.69643,0.00063601,0.30357,1
6.7131,1.6162,0.32143,0.0088707,0.60714,-1
0.7497,1.3479,0.75,6.6328e-05,0.25,1
6.6555,1.435,0.32143,0.013478,0.28571,-1
1.3455,1.8218,0.71429,0.0005882,0.26786,1
-2.7263,2.4072,0.58929,0.00235,0.17857,-1
1.4723,1.5449,0.71429,3.7958e-05,0.28571,1
0.41044,1.2905,0.67857,0.00050288,0.32143,1
0.74563,1.3379,0.76786,0.00081812,0.26786,1
0.66899,1.2963,0.75,0.00064228,0.26786,1
-0.71844,0.31216,0.5,0.0013138,0.5,1
0.87032,1.4429,0.75,0.00035115,0.26786,1
8.0644,1.3133,0.25,0.017757,0.32143,-1
6.5415,1.5407,0.33929,0.012177,0.375,-1
-0.92967,0.39419,0.46429,0.0012637,0.35714,1
1.2453,1.5015,0.66071,0.00027548,0.32143,1
0.74739,1.2607,0.73214,0.00062736,0.28571,1
0.71587,1.2658,0.75,0.00057716,0.28571,1
0.68515,1.402,0.75,0.00056809,0.26786,1
1.1106,1.44,0.64286,0.00053719,0.32143,1
1.0422,1.3714,0.60714,0.010689,0.32143,1
0.52093,1.243,0.75,0.00055241,0.28571,1
0.93478,1.2294,0.66071,0.0026147,0.33929,1
0.83969,1.369,0.73214,8.7065e-05,0.28571,1
0.60202,1.1259,0.76786,0.00055185,0.25,1
