0.80771,1.3273,0.75,0.00067664,0.28571,1
5.0201,1.9231,0.39286,0.00066628,0.23214,-1
-0.43828,0.4149,0.53571,0.00029353,0.35714,1
-3.169,2.7218,0.51786,0.0018606,0.26786,-1
0.63948,1.1379,0.76786,0.00058014,0.28571,1
0.85217,1.5073,0.67857,0.0012978,0.26786,1
-1.6953,0.44974,0.46429,0.0019671,0.33929,1
-3.9639,2.1533,0.64286,0.00075988,0.19643,-1
-3.6945,2.1238,0.625,0.0019668,0.16071,-1
1.3208,1.5063,0.73214,0.00030053,0.28571,1
-3.1686,2.3036,0.55357,0.0023254,0.26786,-1
0.51466,1.1985,0.75,0.0011167,0.25,1
0.77479,1.2993,0.75,0.00022563,0.28571,1
1.5625,1.7067,0.71429,0.00023565,0.26786,1
0.64147,1.2215,0.75,0.0005864,0.26786,1
1.6383,1.4863,0.71429,0.00037849,0.28571,1
1.1112,1.4727,0.67857,0.0022331,0.30357,1
6.0309,1.4837,0.35714,0.004832,0.32143,-1
0.28055,1.0757,0.76786,0.00050705,0.25,1
1.532,1.2549,0.60714,0.00023361,0.25,1
0.69011,1.395,0.75,0.00065863,0.26786,1
5.8101,1.6633,0.44643,0.001166,0.23214,-1
0.46017,1.1865,0.75,0.00082286,0.25,1
1.2755,1.5761,0.71429,0.0004582,0.26786,1
1.4463,1.5537,0.71429,0.00056326,0.30357,1
6.9703,1.4677,0.28571,0.01204,0.30357,-1
0.47847,1.1907,0.76786,0.00075117,0.28571,1
2.0702,1.1875,0.58929,0.00099413,0.26786,1
-0.8681,0.45502,0.46429,0.0013954,0.39286,1
7.5309,1.4797,0.30357,0.015981,0.39286,-1
-0.26631,0.46494,0.625,0.00056443,0.32143,1
5.8886,1.509,0.33929,0.015004,0.42857,-1
0.84748,1.5388,0.73214,0.00091294,0.28571,1
-1.2437,0.47598,0.48214,0.00023913,0.39286,1
0.81843,1.3516,0.75,0.00074888,0.26786,1
0.6502,1.2508,0.76786,0.00056254,0.26786,1
1.5225,1.408,0.71429,0.00057232,0.28571,1
1.3848,1.3561,0.66071,0.00047934,0.30357,1
-4.5799,2.2081,0.625,0.0005945,0.30357,-1
0.38666,1.1517,0.76786,0.00088612,0.26786,1
1.344,1.5471,0.71429,0.00017617,0.28571,1
-4.2308,2.0531,0.60714,8.8917e-05,0.23214,-1
-0.50939,0.37639,0.39286,0.00031375,0.44643,1
0.95308,1.2912,0.67857,0.0021729,0.30357,1
-1.266,0.49096,0.5,0.0030393,0.42857,1
0.51455,1.2373,0.76786,0.00031327,0.26786,1
0.5461,1.3394,0.75,0.0011061,0.26786,1
0.8615,1.502,0.73214,0.00051967,0.28571,1
0.47861,1.3016,0.75,0.00022601,0.26786,1
0.5461,1.3394,0.75,0.0011061,0.26786,1
1.6008,0.84607,0.57143,0.0012284,0.21429,1
0.65704,1.0453,0.76786,0.001341,0.28571,1
0.12193,1.478,0.75,0.00070715,0.26786,1
1.5477,1.5945,0.71429,0.00048819,0.30357,1
0.96115,1.3924,0.64286,0.0012389,0.28571,1
2.8057,1.8216,0.57143,0.0025251,0.41071,-1
0.75025,0.67855,0.57143,9.7381e-05,0.26786,1
0.85429,1.6697,0.73214,0.001444,0.28571,1
0.429,0.49088,0.5,0.00060305,0.26786,1
0.91554,1.4937,0.73214,0.0003554,0.28571,1
7.2328,1.3868,0.32143,0.011755,0.46429,-1
0.89837,0.60117,0.55357,0.00063964,0.26786,1
-1.5692,2.0686,0.41071,0.002176,0.35714,-1
-1.4962,0.37796,0.51786,0.0061217,0.44643,1
0.69726,1.373,0.75,0.00092969,0.28571,1
0.37774,1.163,0.75,0.00073771,0.25,1
1.4673,1.4976,0.73214,0.00060101,0.28571,1
1.2579,1.7681,0.71429,0.0032188,0.28571,1
1.6284,1.3403,0.64286,0.00066697,0.33929,1
0.44036,1.2844,0.75,0.00025399,0.25,1
0.74411,1.4895,0.75,0.00031722,0.26786,1
-0.55934,0.38934,0.41071,0.0027562,0.5,1
1.1443,1.6087,0.73214,0.0006397,0.28571,1
0.4278,1.1181,0.76786,0.0013276,0.26786,1
0.42658,1.1323,0.76786,0.00095826,0.28571,1
0.7857,1.3192,0.75,0.00040091,0.26786,1
1.441,1.4422,0.67857,0.0014037,0.30357,1
1.7727,1.8061,0.69643,0.00011636,0.32143,1
1.0596,1.5428,0.67857,0.0019357,0.28571,1
1.2149,1.3827,0.69643,0.0013234,0.30357,1
1.403,1.4405,0.66071,0.00043978,0.30357,1
-1.0021,0.37813,0.42857,0.0016864,0.44643,1
6.3329,1.5769,0.32143,0.011962,0.5,-1
0.62681,1.4258,0.75,0.00043577,0.26786,1
-4.2256,2.24,0.57143,0.004116,0.30357,-1
0.4351,1.2839,0.75,0.00095373,0.26786,1
0.082979,0.37988,0.39286,0.00091809,0.35714,1
-3.2505,2.0503,0.60714,0.00066912,0.17857,-1
1.5458,1.5406,0.71429,6.879e-05,0.28571,1
0.43702,1.1114,0.76786,0.00063233,0.28571,1
1.3248,1.4498,0.71429,0.00075223,0.28571,1
8.1432,1.5802,0.25,0.010798,0.46429,-1
0.84686,1.325,0.64286,0.0001126,0.30357,1
-1.3683,0.39364,0.48214,0.0023929,0.46429,1
1.8828,0.41075,0.19643,0.0021809,0.30357,1
0.94409,0.71555,0.58929,0.0022328,0.26786,1
1.2509,1.2455,0.69643,0.0022774,0.28571,1
1.567,1.4275,0.66071,0.00070176,0.30357,1
6.5696,1.6282,0.33929,0.0050611,0.39286,-1
7.4781,1.4132,0.26786,0.01786,0.39286,-1
0.91416,1.2059,0.71429,0.0031348,0.28571,1
-0.64796,0.38676,0.53571,0.0010784,0.32143,1
1.3551,1.4859,0.71429,0.00080336,0.28571,1
0.94164,1.4312,0.71429,0.00047197,0.28571,1
-0.18084,0.36376,0.375,0.0031432,0.375,1
0.17717,1.5056,0.75,0.0013674,0.28571,1
6.8713,1.4404,0.32143,0.018644,0.33929,-1
0.79927,1.1907,0.71429,0.0014531,0.28571,1
1.0655,1.4164,0.67857,0.0022355,0.26786,1
1.1749,1.2075,0.71429,0.00048618,0.28571,1
0.44081,1.1854,0.76786,0.0014845,0.28571,1
-1.2736,0.42392,0.46429,0.004056,0.39286,1
1.3052,1.4753,0.67857,0.0024188,0.28571,1
0.77142,1.42,0.75,0.00073958,0.28571,1
7.1953,1.555,0.30357,0.014065,0.42857,-1
0.51239,1.2066,0.75,0.0018876,0.28571,1
0.50499,1.3681,0.75,0.00094236,0.28571,1
0.87331,1.48,0.73214,0.00062383,0.28571,1
0.79548,1.4133,0.76786,0.00044894,0.28571,1
0.70093,0.39194,0.21429,0.00085934,0.28571,1
-1.2946,0.33089,0.46429,0.0037756,0.41071,1
0.98539,1.5537,0.73214,0.0013501,0.26786,1
1.0175,0.71451,0.57143,0.00038586,0.23214,1
0.51085,1.2717,0.76786,0.00087252,0.28571,1
0.76834,1.528,0.73214,3.6967e-05,0.28571,1
1.2543,1.7112,0.73214,0.00047733,0.28571,1
0.39263,0.8127,0.625,0.00011049,0.19643,1
0.91554,1.4937,0.73214,0.0003554,0.28571,1
-1.4425,0.39956,0.48214,0.0019966,0.39286,1
0.53233,0.46484,0.46429,0.00055727,0.26786,1
1.4431,1.2949,0.625,0.00018155,0.32143,1
-0.95823,0.45948,0.46429,0.0021573,0.33929,1
-4.7784,1.9632,0.64286,0.0036445,0.28571,-1
1.5807,1.2443,0.64286,0.00083397,0.32143,1
0.61794,1.3082,0.75,0.00073471,0.28571,1
